fe_id,control_sample,version,period,estimate,se,lower,upper
23,never,rotated,pre,4.29306537467181,9.09014752015596,-13.5236237648339,22.1097545141775
23,never,rotated,post,81.4869618357548,55.5614490801435,-27.4134783613265,190.387402032836
24,never,original,pre,52.6876497592498,34.7623194600582,-15.4464963824643,120.821795900964
24,never,original,post,50.3340983207624,47.6792861812379,-43.1173025944638,143.785499235989
24,never,rotated,pre,9.45721159806696,9.06434969101247,-8.30891379631749,27.2233369924514
24,never,rotated,post,66.545512631206,55.5480817848256,-42.3287276670521,175.419752929464
25,never,original,pre,55.4074402445198,34.6866615518151,-12.5784163970378,123.393296886077
25,never,original,post,55.7446580130213,47.5427448155627,-37.4391218254817,148.928437851524
25,never,rotated,pre,10.0090840865254,9.05278072967036,-7.73436614362846,27.7525343166793
25,never,rotated,post,72.7690415722692,55.3724251709513,-35.7609117627954,181.298994907334
26,never,original,pre,52.052246868925,34.7753695860765,-16.1074775197849,120.211971257635
26,never,original,post,54.5602873403221,47.5548788077982,-38.6472751229624,147.767849803607
26,never,rotated,pre,9.78115879891715,9.07174846056057,-7.99946818378157,27.5617857816159
26,never,rotated,post,70.4119453665751,55.4146344094308,-38.2007380759093,179.024628809059
27,never,original,pre,41.1145601701395,35.3324613121746,-28.1370640017228,110.366184342002
27,never,original,post,65.922337260989,46.7008392912303,-25.6113077498224,157.4559822718
27,never,rotated,pre,3.52540738180672,9.18413720572963,-14.4755015414234,21.5263163050368
27,never,rotated,post,80.0182695566138,54.2954768886167,-26.4008651450749,186.437404258302
28,never,original,pre,54.0160368114217,34.2567174829073,-13.1271294550765,121.15920307792
28,never,original,post,63.2554350383074,46.5136975247278,-27.9114121101591,154.422282186774
28,never,rotated,pre,10.967457445319,8.93171417496146,-6.53870233760548,28.4736172282434
28,never,rotated,post,79.3986523005959,54.1972232205375,-26.8279052116576,185.625209812849
29,never,original,pre,54.0187668113562,34.259211589722,-13.1292879044989,121.166821527211
29,never,original,post,63.2594304574041,46.5172005192143,-27.9142825602559,154.433143475064
29,never,rotated,pre,10.9681114703574,8.93236562751464,-6.53932515957127,28.4755481002861
29,never,rotated,post,79.4034262102786,54.2012488532852,-26.8310215421604,185.637873962718
